index,burst,B,S,C,Y
0,1,-0.0299533,0,0.571227,0.481774
0,1,-0.0294847,0,0.567009,0.490217
0,1,-0.0299708,0,0.562818,0.519791
0,1,-0.0299302,0,0.558652,0.471057
0,1,-0.030495,0,0.554512,0.415284
0,1,-0.0320231,0,0.550399,0.401536
0,1,-0.0320599,0,0.546311,0.397425
0,1,-0.0317112,0,0.54225,0.431705
0,1,-0.0327439,0,0.538214,0.426615
0,1,-0.0339138,0,0.534205,0.400425
0,1,-0.034519,0,0.530221,0.420567
0,1,-0.0337767,0,0.526263,0.423375
0,1,-0.0352164,0,0.522331,0.379235
0,1,-0.035919,0,0.518424,0.424053
0,1,-0.0376574,0,0.514542,0.336931
0,1,-0.0381497,0,0.510687,0.379569
0,1,-0.0390645,0,0.506856,0.384809
0,1,-0.0406973,0,0.503051,0.371213
0,1,-0.041909,0,0.499272,0.329696
0,1,-0.0414999,0,0.495517,0.378543
0,1,-0.0424691,0,0.491788,0.370268
0,1,-0.04308,0,0.488085,0.319123
0,1,-0.0432448,0,0.484406,0.344296
0,1,-0.0451001,0,0.480752,0.339263
0,1,-0.0450401,0,0.477123,0.341878
0,1,-0.0478255,0,0.47352,0.255909
0,1,-0.047721,0,0.469941,0.299823
0,1,-0.0485052,0,0.466387,0.370556
0,1,-0.0494704,0,0.462858,0.343987
0,1,-0.0500402,0,0.459353,0.296989
0,1,-0.0510692,0,0.455873,0.266552
0,1,-0.0514371,0,0.452418,0.267825
0,1,-0.052536,0,0.448987,0.273568
0,1,-0.0537452,0,0.44558,0.291386
0,1,-0.0556542,0,0.442198,0.262799
0,1,-0.0568191,0,0.43884,0.261082
0,1,-0.05654,0,0.435506,0.238612
0,1,-0.057173,0,0.432196,0.260819
0,1,-0.0583968,0,0.42891,0.27168
0,1,-0.0580459,0,0.425648,0.279466
0,1,-0.0597577,0,0.42241,0.265195
0,1,-0.0609185,0,0.419195,0.24298
0,1,-0.0615875,0,0.416004,0.242312
0,1,-0.0626847,0,0.412836,0.208884
0,1,-0.0635356,0,0.409692,0.283516
0,1,-0.0640493,0,0.406571,0.226253
0,1,-0.0642958,0,0.403473,0.212682
0,1,-0.0650629,0,0.400398,0.196925
0,1,-0.0678432,0,0.397346,0.17686
0,1,-0.0682,0,0.394317,0.223827
0,1,-0.0696178,0,0.391311,0.219457
0,1,-0.0690756,0,0.388327,0.199177
0,1,-0.0687935,0,0.385366,0.235866
0,1,-0.0697369,0,0.382427,0.225868
0,1,-0.070282,0,0.37951,0.207323
0,1,-0.0720971,0,0.376615,0.19174
0,1,-0.0738035,0,0.373743,0.180321
0,1,-0.073246,0,0.370892,0.189834
0,1,-0.0743214,0,0.368064,0.207244
0,1,-0.0738671,0,0.365257,0.211167
0,1,-0.0753802,0,0.362471,0.182061
0,1,-0.0755673,0,0.359707,0.152767
0,1,-0.0768889,0,0.356964,0.16591
0,1,-0.0794578,0,0.354243,0.158123
0,1,-0.0800535,0,0.351542,0.171349
0,1,-0.0814403,0,0.348863,0.192631
0,1,-0.081845,0,0.346204,0.158428
0,1,-0.0810878,0,0.343566,0.144002
0,1,-0.0834874,0,0.340949,0.158578
0,1,-0.0846015,0,0.338352,0.170492
0,1,-0.0850423,0,0.335775,0.126983
0,1,-0.0850773,0,0.333219,0.150545
0,1,-0.0864386,0,0.330683,0.149465
0,1,-0.0865966,0,0.328166,0.12553
0,1,-0.0877977,0,0.32567,0.110479
0,1,-0.0898198,0,0.323193,0.117845
0,1,-0.0902827,0,0.320736,0.108226
0,1,-0.0913613,0,0.318299,0.114212
0,1,-0.093629,0,0.31588,0.0953229
0,1,-0.0957387,0,0.313481,0.118605
0,1,-0.0956827,0,0.311101,0.147002
0,1,-0.0955585,0,0.308741,0.10722
0,1,-0.0947558,0,0.306398,0.112427
0,1,-0.0955176,0,0.304075,0.165039
0,1,-0.0961569,0,0.30177,0.135523
0,1,-0.0981368,0,0.299484,0.143021
0,1,-0.0979339,0,0.297216,0.118841
0,1,-0.0989929,0,0.294967,0.117548
0,1,-0.100725,0,0.292735,0.124553
0,1,-0.102995,0,0.290522,0.102982
0,1,-0.102859,0,0.288326,0.0893812
0,1,-0.104345,0,0.286149,0.119018
0,1,-0.104862,0,0.283988,0.124194
0,1,-0.105591,0,0.281846,0.103141
0,1,-0.106732,0,0.279721,0.0895032
0,1,-0.107646,1,0.288937,0.129923
0,1,-0.109957,0,0.31581,0.214181
0,1,-0.110922,0,0.345636,0.238735
0,1,-0.111786,0,0.372388,0.243853
0,1,-0.112832,1,0.406875,0.350869
0,1,-0.114428,0,0.455123,0.363629
0,1,-0.114928,0,0.500995,0.411256
0,1,-0.114216,0,0.539015,0.419232
0,1,-0.114523,0,0.568232,0.417196
0,1,-0.116801,0,0.589464,0.393812
0,1,-0.117533,0,0.604101,0.436763
0,1,-0.11763,0,0.61358,0.409016
0,1,-0.118196,0,0.619169,0.423821
0,1,-0.118042,0,0.621907,0.499591
0,1,-0.118914,0,0.622601,0.426999
0,1,-0.118869,0,0.62186,0.430572
0,1,-0.120563,0,0.620129,0.418754
0,1,-0.124171,0,0.617728,0.411223
0,1,-0.122754,0,0.614882,0.393375
0,1,-0.123648,0,0.611747,0.350737
0,1,-0.124469,0,0.608429,0.403978
0,1,-0.124174,0,0.604999,0.378817
0,1,-0.124324,0,0.601504,0.350944
0,1,-0.125833,0,0.597975,0.475685
0,1,-0.125124,0,0.594432,0.394445
0,1,-0.125859,0,0.590887,0.377348
0,1,-0.126443,0,0.587348,0.381355
0,1,-0.126923,0,0.58382,0.365386
0,1,-0.127661,0,0.580304,0.381681
0,1,-0.12882,0,0.576804,0.326145
0,1,-0.128667,0,0.57332,0.351074
0,1,-0.12967,0,0.569851,0.347038
0,1,-0.13105,0,0.566399,0.336013
0,1,-0.131741,0,0.562963,0.367633
0,1,-0.131847,0,0.559544,0.327055
0,1,-0.132618,0,0.556142,0.265537
0,1,-0.134951,0,0.552755,0.30578
0,1,-0.136998,0,0.549386,0.307125
0,1,-0.138009,0,0.546032,0.33106
0,1,-0.139807,0,0.542696,0.321084
0,1,-0.139665,0,0.539375,0.304328
0,1,-0.139571,0,0.536072,0.289444
0,1,-0.139502,0,0.532785,0.290155
0,1,-0.140104,0,0.529515,0.28189
0,1,-0.139471,0,0.526261,0.280259
0,1,-0.140868,0,0.523025,0.292365
0,1,-0.141904,0,0.519805,0.297719
0,1,-0.14343,0,0.516602,0.221287
0,1,-0.144957,0,0.513416,0.267627
0,1,-0.14626,1,0.522634,0.246474
0,1,-0.147808,0,0.550805,0.377209
0,1,-0.148141,0,0.58171,0.348114
0,1,-0.146506,0,0.608912,0.452431
0,1,-0.146427,0,0.630454,0.383347
0,1,-0.146796,0,0.646317,0.409013
0,1,-0.148691,0,0.657238,0.389783
0,1,-0.150414,0,0.66417,0.377948
0,1,-0.152187,0,0.668029,0.37301
0,1,-0.152813,0,0.669598,0.420905
0,1,-0.155132,0,0.669507,0.392829
0,1,-0.155573,0,0.668239,0.406673
0,1,-0.15798,0,0.666153,0.395917
0,1,-0.159033,0,0.66351,0.371047
0,1,-0.158727,0,0.660495,0.372843
0,1,-0.159737,0,0.657238,0.391447
0,1,-0.160427,0,0.653827,0.441408
0,1,-0.161614,0,0.650322,0.333597
0,1,-0.162528,0,0.646763,0.349376
0,1,-0.161427,0,0.643177,0.377305
0,1,-0.160946,0,0.639579,0.306506
0,1,-0.162313,0,0.635982,0.392274
0,1,-0.161982,0,0.632392,0.371276
0,1,-0.163201,0,0.628813,0.343292
0,1,-0.164789,0,0.625247,0.341705
0,1,-0.163737,0,0.621695,0.329436
0,1,-0.165582,0,0.61816,0.373504
0,1,-0.167207,0,0.61464,0.392384
0,1,-0.167903,0,0.611137,0.34589
0,1,-0.169181,0,0.60765,0.289641
0,1,-0.168476,0,0.60418,0.330571
0,1,-0.168923,0,0.600726,0.334278
0,1,-0.16961,0,0.597288,0.349757
0,1,-0.170128,0,0.593868,0.295608
0,1,-0.170039,0,0.590463,0.280981
0,1,-0.171559,0,0.587076,0.286233
0,1,-0.171844,0,0.583704,0.315698
0,1,-0.171559,0,0.58035,0.278829
0,1,-0.171804,0,0.577012,0.295266
0,1,-0.171993,0,0.573691,0.261421
0,1,-0.173306,0,0.570386,0.275856
0,1,-0.172456,0,0.567098,0.274897
0,1,-0.172345,0,0.563827,0.265546
0,1,-0.17255,0,0.560573,0.293888
0,1,-0.173535,0,0.557336,0.225361
0,1,-0.17552,0,0.554115,0.271557
0,1,-0.177015,0,0.550911,0.241201
0,1,-0.176918,0,0.547724,0.270643
0,1,-0.176798,0,0.544554,0.253606
0,1,-0.178432,0,0.541401,0.202082
0,1,-0.180112,0,0.538264,0.231134
0,1,-0.180429,0,0.535145,0.239889
0,1,-0.180919,0,0.532042,0.195931
0,1,-0.181606,0,0.528956,0.181799
0,1,-0.182894,0,0.525887,0.24185
0,1,-0.183405,0,0.522835,0.196268
0,1,-0.183793,0,0.519799,0.266857
0,1,-0.182642,0,0.516781,0.19906
0,1,-0.183763,0,0.513779,0.193152
0,1,-0.184657,0,0.510794,0.229199
0,1,-0.1856,0,0.507826,0.195219
0,1,-0.187746,0,0.504874,0.193526
0,1,-0.188998,0,0.501939,0.197389
0,1,-0.191052,0,0.499021,0.153247
0,1,-0.191698,0,0.496119,0.192268
0,1,-0.191531,0,0.493234,0.180965
0,1,-0.191655,0,0.490365,0.21387
0,1,-0.192555,0,0.487513,0.204448
0,1,-0.193709,0,0.484677,0.144538
0,1,-0.194907,0,0.481858,0.166191
0,1,-0.195693,0,0.479055,0.14313
0,1,-0.1971,0,0.476269,0.150987
0,1,-0.197931,0,0.473499,0.147497
0,1,-0.199835,0,0.470745,0.185204
0,1,-0.200169,0,0.468007,0.170964
0,1,-0.20076,0,0.465285,0.141199
0,1,-0.201102,0,0.462579,0.149433
0,1,-0.201507,0,0.45989,0.154923
0,1,-0.202421,0,0.457216,0.181563
0,1,-0.203325,0,0.454559,0.166211
0,1,-0.20438,0,0.451917,0.153711
0,1,-0.204327,0,0.449291,0.139976
0,1,-0.205208,0,0.44668,0.154607
0,1,-0.204901,0,0.444086,0.15334
0,1,-0.206101,0,0.441507,0.139474
0,1,-0.207466,0,0.438943,0.104358
0,1,-0.208214,0,0.436395,0.10838
0,1,-0.210347,0,0.433863,0.107416
0,1,-0.211057,0,0.431346,0.117899
0,1,-0.210684,0,0.428844,0.113468
0,1,-0.210627,0,0.426357,0.118443
0,1,-0.210889,0,0.423886,0.113334
0,1,-0.212952,0,0.42143,0.104651
0,1,-0.213327,0,0.418988,0.0986745
0,1,-0.213048,0,0.416562,0.103246
