G_tot,gamma,DCaT,Rf,gam_in,gam_out,sigma2,r0,r1,w01,w10
6.40661e-05,694.714,1.38378e-05,4.41651,0.0745954,0.0100548,0.0453327,0.000803644,2.38807,0.109119,0.153089
6.29166e-05,735.079,1.38656e-05,3.75036,0.0783617,0.00917547,0.00324855,0.00353115,2.62868,0.179629,0.115886
